rank,rsId,lane,exc0,abs0,base,peakPhase,scale,srcW,srcH,bakeW,bakeH,srcGridExcessPct,material,severe
1487,0x0600552C,props,0.0351,0.88,25.083,4,4,128,64,512,256,3.3,0,0
1488,0x0600470A,creatures,0.0347,0.192,5.54,13,4,128,128,512,512,7.09,0,0
1489,0x06007003,creatures,0.0346,0.414,11.952,13,4,128,128,512,512,7.19,0,0
1490,0x060066EC,creatures,0.0341,0.008,0.242,12,4,512,512,2048,2048,-9.56,0,0
1491,0x0600384E,scenery,0.0341,0.143,4.204,5,4,128,128,512,512,0.43,0,0
1492,0x06003850,scenery,0.0337,0.151,4.467,1,4,128,128,512,512,2.17,0,0
1493,0x06004048,scenery,0.0333,0.039,1.185,12,4,64,64,256,256,10.04,0,0
1494,0x060041D5,dungeons,0.0329,0.3,9.1,13,4,128,128,512,512,15.32,0,0
1495,0x060064F4,creatures,0.0329,0.38,11.535,1,4,256,256,1024,1024,3.58,0,0
1496,0x06006613,creatures,0.0329,0.13,3.944,1,4,256,256,1024,1024,22.62,0,0
1497,0x060050B6,props,0.0322,0.524,16.262,9,4,64,128,256,512,3.97,0,0
1498,0x060037B2,scenery,0.0311,0.207,6.636,9,4,128,128,512,512,-3.09,0,0
1499,0x060064F3,creatures,0.031,0.84,27.049,12,4,128,128,512,512,3.03,0,0
1500,0x060048DC,creatures,0.03,0.605,20.13,4,4,64,64,256,256,23.06,0,0
1501,0x06006608,creatures,0.0277,0.126,4.548,13,4,256,256,1024,1024,11.37,0,0
1502,0x06003C66,scenery,0.0273,0.618,22.643,9,4,32,64,128,256,0.61,0,0
1503,0x06003814,scenery,0.0267,0.38,14.233,4,4,32,64,128,256,-14.18,0,0
1504,0x06006CEE,props,0.0258,0.508,19.692,13,4,256,512,1024,2048,11.06,0,0
1505,0x06005D0F,creatures,0.0256,0.107,4.172,5,4,64,64,256,256,14.29,0,0
1506,0x06003AAE,props,0.0251,0.26,10.381,11,4,32,32,128,128,-19.87,0,0
1507,0x0600660F,creatures,0.025,0.079,3.175,1,4,256,256,1024,1024,0.84,0,0
1508,0x0600385D,scenery,0.024,0.087,3.611,1,4,256,256,1024,1024,9.76,0,0
1509,0x06003A66,props,0.0231,0.217,9.374,4,4,32,32,128,128,0.4,0,0
1510,0x060069D5,creatures,0.0231,0.558,24.221,1,4,256,256,1024,1024,5.94,0,0
1511,0x060062C7,scenery,0.0225,0.057,2.516,1,4,128,128,512,512,0.37,0,0
1512,0x060040CC,scenery,0.0206,0.248,12.061,13,4,128,128,512,512,19.69,0,0
1513,0x06006607,creatures,0.0202,0.071,3.515,9,4,256,256,1024,1024,4.48,0,0
1514,0x060043FA,dungeons,0.0201,0.017,0.831,1,4,256,256,1024,1024,55.97,0,0
1515,0x06004514,props,0.0199,0.242,12.156,8,4,64,128,256,512,-9.29,0,0
1516,0x060047EB,scenery,0.0197,0.092,4.688,13,4,256,256,1024,1024,7.27,0,0
1517,0x06006980,scenery,0.0195,0.064,3.288,5,4,128,128,512,512,-1.84,0,0
1518,0x06006FFF,creatures,0.0182,0.221,12.087,13,4,128,128,512,512,8.12,0,0
1519,0x0600386E,props,0.0177,0.559,31.596,9,4,64,64,256,256,-1.58,0,0
1520,0x06003B3A,props,0.0165,0.409,24.755,8,4,128,128,512,512,-4.3,0,0
1521,0x0600432C,scenery,0.0156,0.077,4.903,9,4,32,64,128,256,-17.53,0,0
1522,0x06003C77,props,0.0152,0.134,8.835,9,4,64,64,256,256,46.48,0,0
1523,0x06003DE7,props,0.014,0.316,22.481,8,4,128,128,512,512,-4.28,0,0
1524,0x06006606,creatures,0.0119,0.015,1.284,1,4,256,256,1024,1024,-3.63,0,0
1525,0x06003B3C,props,0.0113,0.274,24.289,9,4,128,128,512,512,-3.78,0,0
1526,0x060037BF,scenery,0.0101,0.243,23.927,5,4,128,64,512,256,-3.15,0,0
1527,0x0600660B,creatures,0.0101,0.074,7.361,5,4,256,256,1024,1024,15.79,0,0
1528,0x060043E4,props,0.0099,0.217,21.875,8,4,64,16,256,64,,0,0
1529,0x06003F79,scenery,0.0088,0.033,3.765,9,4,64,64,256,256,0.84,0,0
1530,0x06003872,scenery,0.0086,0.048,5.641,9,4,128,256,512,1024,1.16,0,0
1531,0x06003EEC,scenery,0.0085,0.112,13.219,8,4,64,64,256,256,-9.73,0,0
1532,0x06003874,scenery,0.0081,0.103,12.636,5,4,256,256,1024,1024,-2.76,0,0
1533,0x060062C6,scenery,0.0062,0.003,0.54,15,4,128,128,512,512,-7.33,0,0
1534,0x06003F4F,props,0.0061,0.08,13.067,12,4,32,32,128,128,-17.66,0,0
1535,0x06004735,props,0.0057,0.059,10.275,8,4,128,128,512,512,-6.54,0,0
1536,0x06003C64,creatures,0.0056,0.121,21.767,12,4,64,32,256,128,-2.99,0,0
1537,0x06003E98,scenery,0.0044,0.003,0.714,9,4,256,256,1024,1024,-1.84,0,0
1538,0x06006610,creatures,0.0038,0.021,5.583,9,4,256,256,1024,1024,30.29,0,0
1539,0x06004720,scenery,0.0031,0.027,8.708,12,4,64,64,256,256,-0.88,0,0
1540,0x060042FB,props,0.0019,0.019,9.652,1,4,128,64,512,256,18.36,0,0
1541,0x0600660E,creatures,0.0017,0.01,5.647,9,4,256,256,1024,1024,29.11,0,0
1542,0x060037CF,scenery,0.0012,0.002,2.014,1,4,64,64,256,256,-0.12,0,0
1543,0x06006812,creatures,0.001,0.001,0.756,1,4,64,64,256,256,-0.07,0,0
1544,0x060065A7,scenery,0.0007,0.0,0.493,1,4,256,256,1024,1024,-1.39,0,0
1545,0x06004FF5,props,0.0005,0.003,5.899,12,4,32,32,128,128,0.16,0,0
1546,0x06003C94,creatures,0.0,0.0,0.332,14,4,256,256,1024,1024,14.72,0,0
1547,0x060062C8,scenery,-0.0009,-0.0,0.387,15,4,128,128,512,512,-1.16,0,0
1548,0x0600531E,props,-0.001,-0.02,20.205,12,4,32,16,128,64,,0,0
1549,0x060046E7,props,-0.0012,-0.004,3.422,8,4,128,128,512,512,8.19,0,0
1550,0x06006612,creatures,-0.0019,-0.005,2.645,5,4,256,256,1024,1024,15.78,0,0
1551,0x0600384F,scenery,-0.002,-0.006,3.206,9,4,128,128,512,512,10.47,0,0
1552,0x06004739,props,-0.0023,-0.025,10.842,8,4,128,128,512,512,-6.24,0,0
1553,0x060065B4,props,-0.0033,-0.002,0.617,1,4,128,128,512,512,7.45,0,0
1554,0x06003871,scenery,-0.0045,-0.021,4.611,8,4,256,256,1024,1024,4.09,0,0
1555,0x06003EC2,scenery,-0.0066,-0.141,21.529,9,4,32,32,128,128,51.18,0,0
1556,0x06003848,scenery,-0.0073,-0.245,33.524,11,4,64,128,256,512,-0.57,0,0
1557,0x060066E4,scenery,-0.0073,-0.086,11.698,4,4,32,64,128,256,-15.46,0,0
1558,0x06003844,scenery,-0.0074,-0.254,34.493,7,4,64,128,256,512,0.67,0,0
1559,0x060070F5,creatures,-0.0083,-0.014,1.631,12,4,128,128,512,512,0.73,0,0
1560,0x06004773,creatures,-0.0091,-0.081,8.934,10,4,128,64,512,256,2.41,0,0
1561,0x06004630,props,-0.0091,-0.021,2.341,9,4,128,128,512,512,-0.65,0,0
1562,0x06003863,scenery,-0.0094,-0.069,7.327,12,4,64,64,256,256,-10.67,0,0
1563,0x06003B52,props,-0.0112,-0.169,15.052,12,4,128,64,512,256,6.66,0,0
1564,0x06003C73,props,-0.0119,-0.084,7.091,9,4,64,64,256,256,59.94,0,0
1565,0x06004904,props,-0.0125,-0.422,33.767,9,4,32,32,128,128,0.44,0,0
1566,0x0600697F,scenery,-0.0134,-0.005,0.39,15,4,128,128,512,512,-1.16,0,0
1567,0x06004299,dungeons,-0.0138,-0.63,45.562,9,4,64,64,256,256,0.23,0,0
1568,0x06006609,creatures,-0.016,-0.049,3.048,5,4,256,256,1024,1024,3.23,0,0
1569,0x0600459C,scenery,-0.0169,-0.291,17.224,15,4,64,64,256,256,14.61,0,0
1570,0x06003ADC,scenery,-0.0174,-0.019,1.081,10,4,64,64,256,256,5.32,0,0
1571,0x060037AD,scenery,-0.0182,-0.095,5.222,4,4,32,64,128,256,-3.81,0,0
1572,0x06006666,creatures,-0.0189,-0.091,4.778,12,4,128,128,512,512,0.63,0,0
1573,0x06003C6C,creatures,-0.019,-0.123,6.475,11,4,128,128,512,512,-10.79,0,0
1574,0x06006601,creatures,-0.0217,-0.016,0.749,1,4,256,256,1024,1024,6.32,0,0
1575,0x0600387A,scenery,-0.0233,-0.25,10.694,13,4,128,256,512,1024,5.44,0,0
1576,0x0600387C,scenery,-0.0236,-0.094,3.975,13,4,256,256,1024,1024,1.57,0,0
1577,0x060043A0,props,-0.0237,-0.138,5.809,8,4,32,32,128,128,-9.51,0,0
1578,0x06004719,creatures,-0.0243,-0.44,18.108,7,4,128,128,512,512,-6.34,0,0
1579,0x06004800,scenery,-0.0252,-0.144,5.708,13,4,128,256,512,1024,-5.38,0,0
1580,0x06003D40,props,-0.0267,-0.282,10.562,13,4,32,32,128,128,3.3,0,0
1581,0x0600509F,props,-0.0267,-0.372,13.915,8,4,32,64,128,256,2.23,0,0
1582,0x06006604,creatures,-0.027,-0.058,2.154,14,4,128,256,512,1024,25.21,0,0
1583,0x060069E2,props,-0.0286,-0.168,5.883,13,4,256,256,1024,1024,17.52,0,0
1584,0x06005639,doors,-0.034,-0.657,19.292,5,4,128,128,512,512,-4.14,0,0
1585,0x06005507,props,-0.0382,-0.562,14.704,13,4,32,32,128,128,30.89,0,0
1586,0x0600385A,scenery,-0.0384,-0.208,5.435,15,4,128,128,512,512,21.65,0,0
1587,0x06005D11,creatures,-0.0399,-0.209,5.239,3,4,64,64,256,256,9.74,0,0
1588,0x060038EA,props,-0.0432,-0.024,0.556,15,4,64,64,256,256,0.38,0,0
1589,0x06003E7A,scenery,-0.0445,-0.072,1.614,8,4,128,128,512,512,33.06,0,0
1590,0x06003812,scenery,-0.0456,-0.482,10.576,12,4,64,64,256,256,-7.07,0,0
1591,0x060046E9,props,-0.0483,-0.421,8.723,6,4,128,64,512,256,10.14,0,0
1592,0x06003B61,props,-0.0499,-0.411,8.242,6,4,128,32,512,128,11.48,0,0
1593,0x06003E72,scenery,-0.0528,-0.621,11.76,9,4,64,64,256,256,33.34,0,0
1594,0x06004771,creatures,-0.0573,-0.726,12.681,10,4,32,32,128,128,-36.94,0,0
1595,0x06006441,props,-0.058,-0.186,3.214,2,4,32,16,128,64,,0,0
1596,0x06006443,props,-0.058,-0.186,3.214,2,4,32,16,128,64,,0,0
1597,0x06006981,scenery,-0.0587,-0.048,0.816,1,4,128,128,512,512,-10.98,0,0
1598,0x06006FEE,props,-0.0589,-0.339,5.764,2,4,256,256,1024,1024,13.66,0,0
1599,0x06003D05,props,-0.0592,-0.857,14.474,13,4,32,32,128,128,30.02,0,0
1600,0x06006663,creatures,-0.0632,-0.288,4.549,8,4,64,64,256,256,4.66,0,0
1601,0x0600392D,scenery,-0.0684,-0.48,7.022,12,4,32,32,128,128,9.73,0,0
1602,0x06003E90,creatures,-0.07,-0.152,2.172,4,4,64,64,256,256,14.94,0,0
1603,0x06006FFE,props,-0.0718,-0.18,2.511,3,4,256,64,1024,256,-1.57,0,0
1604,0x06003FD5,props,-0.0778,-0.42,5.396,8,4,32,32,128,128,15.25,0,0
1605,0x06005077,props,-0.0791,-1.243,15.713,3,4,32,64,128,256,-2.75,0,0
1606,0x06003EC5,scenery,-0.0822,-0.839,10.202,15,4,64,64,256,256,24.85,0,0
1607,0x06006288,creatures,-0.0904,-1.023,11.317,9,4,128,128,512,512,2.25,0,0
1608,0x06003E19,scenery,-0.0907,-1.361,15.002,8,4,32,32,128,128,6.96,0,0
1609,0x06006603,creatures,-0.0926,-0.192,2.071,14,4,256,256,1024,1024,18.92,0,0
1610,0x06005CF5,props,-0.1016,-0.279,2.749,9,4,64,64,256,256,-3.86,0,0
1611,0x0600516C,props,-0.1049,-1.717,16.361,6,4,32,64,128,256,5.51,0,0
1612,0x06003E70,scenery,-0.1064,-0.673,6.322,4,4,32,64,128,256,0.84,0,0
1613,0x06004185,scenery,-0.119,-1.066,8.958,5,4,16,64,64,256,,0,0
1614,0x06004623,props,-0.1207,-3.992,33.062,2,4,64,32,256,128,0.43,0,0
1615,0x06004778,scenery,-0.1301,-0.051,0.39,9,4,32,32,128,128,32.33,0,0
1616,0x060037F8,scenery,-0.1323,-0.182,1.375,1,4,64,64,256,256,86.26,0,0
1617,0x06003CFF,creatures,-0.1327,-3.099,23.351,7,4,64,128,256,512,-1.36,0,0
1618,0x06003929,creatures,-0.1336,-1.447,10.828,9,4,32,64,128,256,-52.04,0,0
1619,0x0600412D,scenery,-0.1365,-0.366,2.684,4,4,64,64,256,256,42.58,0,0
1620,0x06004181,scenery,-0.1423,-1.093,7.683,13,4,16,64,64,256,,0,0
1621,0x060037D0,scenery,-0.1435,-0.947,6.6,3,4,32,32,128,128,-5.03,0,0
1622,0x060037D9,scenery,-0.1814,-1.099,6.06,3,4,32,32,128,128,41.42,0,0
1623,0x06007001,creatures,-0.183,-0.664,3.627,3,4,256,64,1024,256,0.15,0,0
1624,0x06005570,props,-0.2084,-2.499,11.991,9,4,32,16,128,64,,0,0
1625,0x06003E09,props,-0.2219,-0.652,2.938,4,4,32,32,128,128,-2.61,0,0
1626,0x06003F46,props,-0.2295,-0.756,3.296,13,4,16,16,64,64,,0,0
1627,0x06004841,props,-0.2317,-1.918,8.275,8,4,16,16,64,64,,0,0
1628,0x06005D8F,props,-0.2363,-0.311,1.315,2,4,32,32,128,128,16.61,0,0
1629,0x06004900,props,-0.2534,-1.677,6.62,11,4,32,32,128,128,8.68,0,0
1630,0x06004182,scenery,-0.2571,-2.313,8.996,2,4,16,64,64,256,,0,0
